"STATION","NAME","DATE","AWND","PGTM","PRCP","SNWD","TAVG","TMAX","TMIN","TSUN","WSF2","WT01","WT02","WT03","WT08","WT09"
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-21","3.6"," 0403","0.8",,"11.7","20.0","3.3",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-22","3.0"," 1626","0.0",,"7.8","16.1","-1.1",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-23","3.4"," 1047","0.0",,"7.2","15.6","-1.7",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-24","2.7"," 1054","1.0",,"7.2","15.0","-0.6",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-25","3.3"," 2027","0.0",,"10.0","21.1","-1.7",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-26","5.1"," 1203","0.0",,"13.9","22.8","5.0",,"11.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-27","3.9"," 1028","0.0",,"12.2","22.2","2.2",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-28","3.4"," 1402","0.0",,"13.3","23.9","2.2",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-29","3.0"," 1304","0.0",,"13.9","23.9","3.3",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-30","3.0"," 1240","0.0",,"12.8","21.1","4.4",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-05-31","3.0"," 1436","0.0",,"12.8","23.3","1.7",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-01","3.4"," 1200","0.0",,"13.3","23.3","2.8",,"8.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-02","3.8"," 1319","0.0",,"14.4","25.0","3.9",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-03","4.2"," 1908","0.0",,"14.4","23.3","5.6",,"13.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-04","3.1"," 1721","2.5",,"7.8","13.3","1.7",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-05","2.7"," 1323","3.0",,"5.0","9.4","0.6",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-06","2.7"," 1200","0.0",,"8.3","17.2","-0.6",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-07","3.7"," 1643","0.0",,"12.2","20.6","3.3",,"11.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-08","2.3"," 1520","0.0",,"8.9","17.2","0.6",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-09","3.2"," 1557","0.0",,"10.6","19.4","1.7",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-10","2.5"," 2014","0.0",,"10.0","18.3","1.7",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-11","2.8"," 1346","0.0",,"8.3","16.7","0.0",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-12","2.8"," 1556","0.0",,"12.2","22.2","1.7",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-13","3.8"," 1126","0.8",,"10.6","16.1","5.0",,"10.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-14","2.1"," 1336","20.8",,"7.2","12.2","1.7",,"11.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-15","1.8"," 1447","0.0",,"7.8","15.6","0.0",,"4.5",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-16","2.9"," 1646","0.0",,"13.9","20.6","7.2",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-17","3.2"," 1030","2.5",,"8.9","15.6","1.7",,"11.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-18","2.8"," 1543","0.0",,"10.0","16.7","2.8",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-19","3.5"," 1402","0.0",,"12.8","23.3","1.7",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-20","3.4"," 1534","0.0",,"13.3","22.8","3.9",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-21","2.7"," 1132","0.5",,"13.3","20.6","5.6",,"10.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-22","3.0"," 1512","0.0",,"13.9","25.6","1.7",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-23","2.9"," 1433","0.0",,"13.9","22.8","5.0",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-24","3.4"," 1312","0.0",,"13.3","22.2","4.4",,"8.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-25","2.9"," 1256","0.0",,"15.6","26.7","3.9",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-26","3.8"," 1346","0.0",,"16.1","25.0","7.2",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-27","3.8"," 1115","0.0",,"16.1","26.1","6.1",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-28","3.0"," 1333","0.0",,"17.2","28.9","5.0",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-29","3.1"," 1341","0.0",,"18.9","30.6","7.2",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-06-30","3.1"," 1346","0.0",,"18.9","30.6","7.2",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-01","3.2"," 1357","0.0",,"19.4","30.0","8.9",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-02","3.6"," 1529","0.0",,"21.7","30.6","12.2",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-03","3.4"," 1520","0.0",,"19.4","28.3","10.6",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-04","2.6"," 1747","0.0",,"17.8","24.4","10.6",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-05","2.2"," 1246","0.5",,"18.3","28.3","7.8",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-06","1.9"," 1641","1.3",,"18.3","25.6","11.1",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-07","2.7"," 1307","1.3",,"17.8","25.6","9.4",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-08","2.4"," 1926","0.0",,"17.8","25.6","9.4",,"8.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-09","1.6"," 1303","5.3",,"17.8","22.8","12.2",,"8.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-10","1.7"," 2140","7.1",,"14.4","21.1","7.8",,"10.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-11","2.5"," 1711","0.3",,"16.1","26.1","6.1",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-12","2.8"," 1620","0.0",,"17.2","28.3","5.6",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-13","3.7"," 1841","4.3",,"18.3","28.9","7.8",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-14","3.4"," 1510","0.0",,"19.4","28.9","9.4",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-15","3.0"," 1434","0.0",,"18.9","30.0","7.8",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-16","2.9"," 1247","0.0",,"19.4","30.0","8.9",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-17","2.9"," 1315","0.0",,"20.6","30.6","10.0",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-18","3.1"," 1421","0.0",,"21.1","31.1","10.6",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-19","3.0"," 1520","0.3",,"21.7","32.2","10.6",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-20","3.3"," 1611","0.0",,"20.6","32.2","8.9",,"12.5",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-21","3.2"," 1629","6.1",,"20.6","30.0","10.6",,"13.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-22","2.4"," 1533","7.6",,"18.9","26.1","11.1",,"11.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-23","2.5"," 1609","6.1",,"17.8","25.0","10.6",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-24","2.6"," 0023","4.6",,"17.2","22.8","11.1",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-25","1.7"," 1403","8.6",,"16.1","20.6","11.7",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-26","1.7"," 1429","14.7","0.0","17.8","23.3","11.7",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-27","2.5"," 1843","2.5",,"17.8","27.2","8.3",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-28","1.5"," 1318","4.6",,"17.8","22.8","12.2",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-29","2.1"," 1342","0.0",,"16.7","22.8","10.0",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-30","2.4"," 1242","0.0",,"16.7","24.4","8.9",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-07-31","3.4"," 1404","4.8",,"18.3","25.6","10.6",,"12.5",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-01","2.8"," 1539","2.3",,"15.6","22.2","8.9",,"12.5",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-02","3.2"," 1124","0.0",,"13.9","22.8","4.4",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-03","2.5"," 1304","0.0",,"15.0","23.3","6.1",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-04","2.1"," 1618","2.8",,"13.9","21.7","5.6",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-05","2.7"," 1839","0.0",,"15.0","24.4","5.6",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-06","3.2"," 1329","0.0",,"17.2","26.7","7.2",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-07","3.1"," 1537","0.0",,"18.3","28.3","7.8",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-08","3.1"," 1728","0.0",,"18.9","28.9","8.3",,"10.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-09","2.5"," 1439","1.3",,"19.4","26.1","12.2",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-10","2.4"," 1045","1.3",,"15.0","21.1","8.9",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-11","3.3"," 1532","0.3",,"17.8","26.1","9.4",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-12","2.1"," 1759","0.0",,"16.1","26.1","6.1",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-13","3.0"," 1603","0.0",,"17.2","27.8","6.7",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-14","4.0"," 1643","0.0",,"17.2","27.8","6.1",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-15","3.2"," 1408","0.0",,"18.3","27.2","8.9",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-16","3.1"," 1539","0.0",,"18.3","27.2","8.9",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-17","2.3"," 1544","6.9",,"18.3","28.3","7.8",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-18","2.2"," 1520","0.0",,"16.7","25.0","7.8",,"10.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-19","2.3"," 1332","0.0",,"16.7","26.1","7.2",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-20","2.6"," 1332","0.0",,"17.8","26.1","8.9",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-21","2.2"," 0130","1.0",,"14.4","18.9","9.4",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-22","2.5"," 1513","0.0",,"16.7","26.1","6.7",,"4.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-23","2.8"," 1055","0.0",,"18.9","28.9","8.9",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-24","3.4"," 1718","0.0",,"18.9","26.7","10.6",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-25","2.6"," 1605","3.0",,"17.2","25.6","8.3",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-26","2.1"," 1400","2.0",,"17.2","25.0","8.9",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-27","2.9"," 1221","4.3",,"15.6","23.3","7.2",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-28","2.6"," 1447","0.0",,"15.6","27.2","3.9",,"4.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-29","3.1"," 1212","0.0",,"17.2","27.8","6.1",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-30","3.0"," 1211","0.0",,"18.3","28.9","7.8",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-08-31","4.0"," 1530","2.8",,"15.0","22.2","7.8",,"11.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-01","1.5"," 2008","2.8",,"13.9","17.8","9.4",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-02","2.4"," 1220","0.0",,"15.6","24.4","6.1",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-03","2.7"," 2055","0.0",,"17.8","28.3","6.7",,"4.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-04","3.1"," 1342","0.0",,"20.6","30.0","10.6",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-05","3.0"," 1437","0.0",,"18.9","29.4","7.8",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-06","3.0"," 1557","0.0",,"18.9","28.3","8.9",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-07","2.8"," 1426","0.0",,"18.9","30.0","7.8",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-08","2.6"," 1735","5.3",,"17.8","27.2","8.3",,"13.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-09","2.8"," 1706","0.0",,"16.7","25.6","7.8",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-10","2.7"," 1446","0.0",,"16.7","25.6","7.2",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-11","2.0"," 1626","0.8",,"16.1","25.0","7.2",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-12","2.2"," 1424","12.7",,"13.3","20.0","6.7",,"11.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-13","2.3"," 1411","0.0",,"11.1","18.3","3.3",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-14","3.3"," 1941","0.0",,"14.4","22.2","6.1",,"8.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-15","3.0"," 1812","0.0",,"14.4","23.3","5.0",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-16","2.8"," 1354","0.0",,"14.4","23.9","4.4",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-17","2.6"," 1314","0.0",,"14.4","24.4","3.9",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-18","2.7"," 1358","0.0",,"15.6","25.0","5.6",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-19","2.8"," 1439","0.0",,"13.9","23.3","4.4",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-20","2.8"," 1123","0.0",,"12.2","22.2","1.7",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-21","3.4"," 1038","0.0",,"12.8","22.2","2.8",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-22","2.9"," 1933","0.0",,"11.7","22.2","0.6",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-23","2.2"," 1440","0.8",,"11.7","18.3","4.4",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-24","2.7"," 1328","0.0",,"13.9","24.4","2.8",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-25","3.0"," 1324","0.0",,"13.9","25.0","2.8",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-26","3.4"," 1605","0.0",,"12.2","22.8","1.7",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-27","3.0"," 1611","0.0",,"11.7","24.4","-1.1",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-28","2.9"," 1224","0.0",,"12.8","23.9","1.7",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-29","3.1"," 1301","0.0",,"14.4","22.2","6.7",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-09-30","3.8"," 1654","0.5",,"13.3","23.9","2.2",,"13.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-01","3.2"," 1439","3.8",,"9.4","16.1","2.2",,"11.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-02","2.4"," 1244","0.0",,"8.3","15.6","1.1",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-03","3.3"," 1836","11.2",,"10.6","18.3","2.2",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-04","1.8"," 1027","12.2",,"1.1","3.3","-1.1",,"8.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-05","3.1"," 1532","1.0",,"-0.6","3.9","-5.6",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-06","2.5"," 1145","0.0",,"2.2","11.1","-6.7",,"4.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-07","2.4"," 1707","0.0",,"7.8","20.0","-4.4",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-08","3.0"," 1406","0.0",,"10.0","21.7","-1.7",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-09","3.0"," 1518","0.0",,"10.6","20.0","0.6",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-10","3.1"," 1455","0.0",,"9.4","20.0","-1.1",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-11","2.9"," 1427","0.0",,"7.8","18.9","-3.3",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-12","3.0"," 1516","0.0",,"9.4","20.6","-2.2",,"6.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-13","2.8"," 1328","0.3",,"9.4","21.1","-2.2",,"9.4",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-14","3.1"," 1416","0.3",,"12.2","20.0","4.4",,"8.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-15","2.4"," 1727","0.0",,"7.8","16.1","-0.6",,"9.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-16","2.4"," 1219","0.0",,"2.2","8.9","-4.4",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-17","2.8"," 0413","1.0",,"1.7","6.1","-2.8",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-18","2.4"," 1535","0.0",,"3.9","13.9","-6.7",,"4.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-19","2.9"," 1731","0.0",,"4.4","15.6","-6.7",,"5.8",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-20","3.1"," 1517","0.0",,"7.2","16.7","-2.8",,"8.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-21","3.3"," 1734","0.0",,"6.7","17.2","-4.4",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-22","1.9"," 1345","0.0",,"6.7","13.3","-0.6",,"6.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-23","2.1"," 1419","0.0",,"5.0","11.7","-2.2",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-24","2.5"," 1326","0.0",,"3.9","13.3","-5.6",,"4.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-25","2.8"," 1242","1.0",,"7.2","15.6","-1.7",,"10.7",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-26","2.7"," 2056","2.3",,"8.3","13.3","3.3",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-27","2.4"," 1225","5.6",,"7.8","13.9","1.7",,"8.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-28","1.6"," 1426","2.3",,"3.3","5.6","0.6",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-29","2.7"," 2216","0.0",,"4.4","10.6","-2.2",,"7.2",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-30","2.1"," 1426","0.3",,"7.2","12.8","1.1",,"10.3",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-10-31","1.3"," 1647","0.0",,"5.0","10.6","-1.1",,"4.0",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-11-01","1.9"," 1338","0.0",,"6.1","12.8","-1.1",,"4.9",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-11-02","1.5"," 1311","13.5",,"3.3","6.7","0.0",,"7.6",,,,,
"USW00093073","ASPEN PITKIN CO AIRPORT SARDY FIELD, CO US","1998-11-03","0.4"," 1418","4.6",,"-0.6","1.1","-2.8",,"4.0",,,,,
